judul_film,genre,tahun_rilis,sutradara
The Blind of the Ghost Cave: Angel's Eyes,"
Action, Adventure, Drama            ",2021,Timo Tjahjanto
KKN di Desa Penari,"
Horror, Mystery            ",2021,Awi Suryadi
Jangan Sendirian,"
Horror, Mystery, Thriller            ",2021,X. Jo
Ali & the Queens,"
Comedy, Drama            ",2021,Lucky Kuswandi
Layla Majnun,"
Drama, Romance            ",2021,Monty Tiwa
Ivanna Van Dijk,"
Horror            ",2021,
Tersanjung: The Movie,"
Drama, Romance            ",2021,Pandu Adjisurya
Nussa: The Movie,"
Animation, Adventure, Comedy            ",2021,Bony Wirasmono
Merindu Cahaya de Amstel,"
Drama            ",2021,
#StopOnYou,"
Drama, Romance            ",2021,Indra Gunawan
Ghibah,"
Comedy, Horror            ",2021,Monty Tiwa
The Heartbreak Club,"
Comedy, Drama, Romance            ",2021,Bagus Bramanti
Serigala Langit,"
Action, Drama            ",2021,Reka Wijaya
The Doll 3,"
Horror            ",2021,The Doll 2
Ashiap Man,"
Action, Comedy            ",2021,
Terima Kasih Emak Terima Kasih Abah,"
Drama, Family            ",2021,Dedi Setiadi
Backstage,"
Drama, Musical            ",2021,
Yowis Ben 3,"
Comedy, Drama            ",2021,
Geez & Ann,"
Drama, Romance            ",2021,Rizki Balki
Kukira Kau Rumah,"
Drama            ",2021,Umay Shahab
Kadet 1947,"
Drama, History, War            ",2021,See full summary
Cinta Tanpa Tapi,"
Drama, Romance            ",2021,Bobby Herlambang
Makmum 2,"
Horror            ",2021,
"Cinta Pertama, Kedua, & Ketiga","
Drama, Romance            ",2021,
Keluarga Slamet,"
Comedy, Drama            ",2021,
Akhirat: A Love Story,"
Fantasy, Romance            ",2021,See full summary
The Heaven None Missed 3,"
Drama, Romance            ",2021,Pritagita Arianegara
Losmen Bu Broto,"
Drama            ",2021,Eddie Cahyono
Sherina's New Adventure,"
Adventure, Comedy, Drama            ",2021,Sherina's Adventure
"Vengeance Is Mine, All Others Pay Cash","
Drama            ",2021,Edwin
Filosofi Kopi 3,"
Action, Adventure            ",2021,
Ghost Writer 2,"
Comedy, Horror            ",2021,
Paranoia,"
Drama, Mystery, Thriller            ",2021,Riri Riza
Dealova 2,"
Comedy, Drama            ",2021,
Adit Sopo Jarwo: The Movie,"
Animation, Comedy, Drama            ",2021,Hanung Bramantyo
Naga Naga Naga,"
Comedy, Drama            ",2021,
Keluarga Cemara 2,"
Drama, Family            ",2021,Cemara's Family
A Perfect Fit,"
Comedy, Drama, Romance            ",2021,Hadrah Daeng Ratu
Till Death Do Us Part,"
Action, Comedy, Drama            ",2021,Anggy Umbara
June and Kopi,"
Comedy, Drama, Family            ",2021,Noviandra Santosa
Penyalin Cahaya,"
Mystery            ",2021,Wregas Bhanuteja
The Unchangeables,"
Drama, Family            ",2021,Herwin Novianto
Yuni,"
Drama            ",2021,Kamila Andini
Affliction,"
Horror, Thriller            ",2021,Teddy Soeriaatmadja
Devil on Top,"
Comedy, Romance            ",2021,Anggy Umbara
World Agent,"
Comedy, Drama, Family            ",2021,Herwin Novianto
Zerre: Pendekar Ufuk Timur,"
Action, Drama            ",2021,
"The Longer, the Better","
Comedy            ",2021,A. Rachman
"Arumi, Night Is Blue","
Drama, Romance            ",2021,Je Yatmoko
Tentang Rindu,"
Drama, Romance            ",2021,Dyan Sunu Prastowo
Rain Behind the Window,"
Drama, Romance            ",2021,Dyan Sunu Prastowo
Dea,"
Drama            ",2021,Alberto Gerosa
Before Night Falls,"
Horror, Mystery            ",2021,
You and Me,"
Drama, Romance            ",2021,Ivan Bandhito
Ghostbuser: Misteri Desa Penari,"
Comedy, Horror            ",2021,Girry Pratama
Wedding Proposal,"
Comedy, Drama, Romance            ",2021,Emil Heradi
Dear Imamku,"
Drama, Romance            ",2021,Dian Sasmita Faisal
Hari yang Dijanjikan,"
Drama            ",2021,Fajar Bustomi
Gas Kuy,"
Action, Drama            ",2021,Derby Romero
Friendship Is Like a Cocoon,"
Comedy, Drama            ",2021,Sentot Sahid
Marley,NA,2021,
Death Knot,"
Horror            ",2021,Cornelio Sunny
I,"
Action, Thriller, Drama            ",2021,Anggy Umbara
Will,"
Drama, Thriller            ",2021,Anggy Umbara
Survive,"
Action, Drama, Thriller            ",2021,Anggy Umbara
Akad,"
Drama, Romance            ",2021,Reka Wijaya
Amazing Love,"
Drama            ",2021,Hendra Martono
The Secret 2: Mystery of Villa 666,"
Horror            ",2021,Bambang Drias
Bisikan Arwah Mantan,"
Comedy, Horror            ",2021,Hanny Mustofa
Selesai,"
Drama            ",2021,Tompi
OVOGames Daftar Agen Slot Online,"
Biography            ",2021,Ovogames
Aum!,"
Adventure, Biography, Drama            ",2021,Bambang 'Ipoenk' K.M.
Notebook,"
Drama            ",2021,Karsono Hadi
Balada Sepasang Kekasih Gila,"
Crime, Drama            ",2021,Anggy Umbara
Marriage,"
Drama, Romance            ",2021,Danial Rifki
Pesan di Balik Awan,"
Drama            ",2021,Dyan Sunu Prastowo
No Mercy,"
Action            ",2021,Muhammad Yusuf
The Watcher,"
Comedy, Drama, Thriller            ",2021,Anggy Umbara
Aku Lupa Aku Luka,"
Horror, Thriller            ",2021,
Hompimpa,"
Horror, Thriller            ",2021,
Kabut,"
Horror, Thriller            ",2021,
Aku Lupa Aku Luka,"
Horror, Thriller            ",2021,
A World Without,"
Drama, Mystery, Sci-Fi            ",2021,Nia Di Nata
Onrust,"
Horror            ",2021,See full summary
The Teacher,"
Action, Comedy            ",2021,Sarjono Sutrisno
Sri Asih,"
Action, Adventure, Drama            ",2022,Upi Avianto
Perpetuate the Beast,"
Mystery            ",2022,Tom Waters
Noda Hitam Dalam Pelukan,"
Crime, Drama, Thriller            ",2022,Dom Dharmo
Perang Kota,"
Drama, War            ",2022,Mouly Surya
The Big Four,"
Action, Comedy            ",2022,
Ksatria,"
Action, Crime, Drama            ",2022,
Anak Bangsa,"
Action            ",NA,
Balada Anak Negeri: Dear Amitabh Bachan,"
Drama            ",NA,Emil Bias
The Santri,"
Adventure, Drama, Family            ",NA,See full summary
Danur 4: Senjakala,"
Horror            ",NA,
Perempuan Bergaun Merah,"
Horror            ",NA,
Djoerig Salawe,"
Comedy, Horror            ",NA,See full summary
Molulo 2: Jodohku yang Mana?,"
Comedy, Drama            ",NA,See full summary
Surga di Bawah Langit,"
Drama, Musical            ",NA,
Godam & Tira,"
Action, Adventure, Drama            ",NA,Chelsea Islan
Deep Web Stalker: Don't Let Them Enter Your House,"
Action, Thriller            ",NA,Nicky Richsandy Pramana
Dear Nathan Thank You Salma,"
Drama, Romance            ",NA,
Sebelum Iblis Menjemput Ayat 3: Dajjal,"
Horror, Mystery, Thriller            ",NA,Timo Tjahjanto
Mencuri Raden Saleh,"
Action            ",NA,
Kata,"
Drama, Romance            ",NA,
Jagat Arwah,"
Horror            ",NA,
Balada Si Roy,"
Drama            ",NA,
Garis Waktu,NA,NA,
Lara Ati,"
Comedy, Drama            ",NA,
Hello Ghost,"
Comedy, Drama            ",NA,Indra Gunawan
12 Cerita Glen Anggara,"
Drama, Romance            ",NA,
Lockdown,"
Drama, Thriller            ",NA,
Suami-Suami Masa Kini,"
Drama            ",NA,
Menunggu Bunda,NA,NA,
Until Tomorrow,"
Drama, Romance            ",NA,
Teka Teki Tika,"
Drama, Mystery            ",NA,
24 Jam Bersama Gaspar,NA,NA,
You Have Too Many Kiddings,"
Drama, Family            ",NA,
Kapan Hamil?,"
Drama, Romance            ",NA,Rizal Mantovani
Story of Dinda: The Second Change of Happiness,"
Drama, Romance            ",NA,
Arini by Love.inc,"
Drama, Romance            ",NA,
Puisi Cinta yang Membunuh,"
Horror, Thriller            ",NA,
Inang,"
Thriller            ",NA,
"Before, Now, & Then",NA,NA,
Pernikahan Dini,NA,NA,
Anak Jalanan,NA,NA,
Garuda 7,"
Action            ",NA,Baf Sjamsuddin
Identity Crisis,"
Action            ",NA,
Garuda 7 the Last Assignment,"
Action            ",NA,
Jakarta Most Wanted,"
Action            ",NA,
The Escape,"
Drama            ",NA,
Korban Terpilih/The Chosen Victim,"
Thriller            ",NA,
Korban Terpilih: The Chosen Victim,"
Thriller            ",NA,
Setasiun Tjikini,"
Drama, History, Thriller            ",NA,
Persepsi,"
Drama, Horror, Mystery            ",NA,Renaldo Samsara
Setan Munafik,"
Horror, Mystery, Thriller            ",NA,Yosua Rocky
